Word	JDIC Sequence Number	Reading	Kanji	Parts of Speech	Meanings	Related Words
掛ける	1207610	かける	掛	Ichidan verb, transitive verb, suffix	1: to hang (e.g. picture)<br>2: to hoist (e.g. sail)<br>3: to raise (e.g. flag)<br><br>1: to sit<br><br>1: to take (time, money)<br>2: to expend (money, time, etc.)<br><br>1: to make (a call)<br><br>1: to multiply<br><br>1: to secure (e.g. lock)<br><br>1: to put on (glasses, etc.)<br><br>1: to cover<br><br>1: to burden someone<br><br>1: to apply (insurance)<br><br>1: to turn on (an engine, etc.)<br>2: to set (a dial, an alarm clock, etc.)<br><br>1: to put an effect (spell, anaesthetic, etc.) on<br><br>1: to hold an emotion for (pity, hope, etc.)<br><br>1: to bind<br><br>1: to pour (or sprinkle, spray, etc.) onto<br><br>1: to argue (in court)<br>2: to deliberate (in a meeting)<br>3: to present (e.g. idea to a conference, etc.)<br><br>1: to increase further<br><br>1: to catch (in a trap, etc.)<br><br>1: to set atop<br><br>1: to erect (a makeshift building)<br><br>1: to hold (a play, festival, etc.)<br><br>1: to wager<br>2: to bet<br>3: to risk<br>4: to stake<br>5: to gamble<br><br>1: to be partway doing ...<br>2: to begin (but not complete) ...<br>3: to be about to ...<br><br>1: indicates (verb) is being directed to (someone)	壁にかける; 腰を掛ける; 時間を掛ける; 電話を掛ける; 鍵を掛ける; 眼鏡を掛ける; 迷惑を掛ける; 保険を掛ける; 塩をかける; 裁判に掛ける; 賭ける・かける; 話し掛ける・2; 話し掛ける・1
研ぐ	1598700	とぐ	研	Godan verb with `gu' ending, transitive verb	1: to sharpen<br>2: to hone<br>3: to whet<br>4: to grind<br><br>1: to wash (rice)<br><br>1: to scour<br>2: to polish<br>3: to burnish	
戒める	1200650	いましめる	戒	Ichidan verb, transitive verb	1: to admonish<br>2: to warn<br>3: to remonstrate<br><br>1: to prohibit<br>2: to forbid<br><br>1: to be cautious<br><br>1: to punish	
鼻	1486720	はな	鼻	noun	1: nose	
型	1250090	かた	型	noun	1: model<br>2: type (e.g. of machine, goods, etc.)<br><br>1: type<br>2: style<br>3: pattern<br><br>1: mold (mould)<br>2: template<br>3: model<br><br>1: kata (standard form of a movement, posture, etc. in martial arts, sport, etc.)<br><br>1: form (i.e. customary procedure)<br><br>1: size (i.e. clothing, shoes)<br><br>1: (taxonomical) form	朝型; 品種・2
在る	1296400	ある	在	Godan verb with `ru' ending, intransitive verb	1: to be (usu. of inanimate objects)<br>2: to exist<br>3: to live<br><br>1: to have<br><br>1: to be located<br><br>1: to be equipped with<br><br>1: to happen<br>2: to come about	居る・いる・1
乃	2270030	の	乃	particle	1: possessive particle	の・1
携える	1250650	たずさえる	携	Ichidan verb, transitive verb	1: to carry in one's hand	
携わる	1250660	たずさわる	携	Godan verb with `ru' ending, intransitive verb	1: to engage in<br>2: to participate<br>3: to take part	従事
及び	1228140	および	及	conjunction	1: and<br>2: as well as	
及ぶ	1228170	およぶ	及	Godan verb with `bu' ending, intransitive verb	1: to reach<br>2: to amount to<br>3: to befall<br>4: to happen to<br>5: to extend<br><br>1: to be up to the task<br>2: to come up to<br><br>1: to compare with<br>2: to be a match (for)<br><br>1: to commit (a crime)<br><br>1: to require (to do) (usu. used in the negative)	及ばない; 犯罪に及ぶ; 及ばない
及ぼす	1228180	およぼす	及	Godan verb with `su' ending, transitive verb	1: to exert<br>2: to cause<br>3: to exercise	
吸う	1228260	すう	吸	Godan verb with `u' ending, transitive verb	1: to smoke<br>2: to breathe in<br>3: to inhale<br><br>1: to suck<br>2: to sip<br>3: to slurp<br><br>1: to absorb<br>2: to soak up<br><br>1: to kiss	
扱い	1153430	あつかい	扱	noun, noun, used as a suffix, noun or participle which takes the aux. verb suru	1: treatment<br>2: service	
扱う	1153440	あつかう	扱	Godan verb with `u' ending, transitive verb	1: to deal with (a person)<br>2: to treat<br>3: to handle<br>4: to take care of<br>5: to entertain<br><br>1: to deal with (a problem)<br>2: to handle<br>3: to manage<br><br>1: to operate (e.g. a machine)<br>2: to handle<br>3: to work<br><br>1: to deal in<br>2: to sell<br><br>1: to cover (a topic)<br>2: to treat<br>3: to discuss<br>4: to take up<br><br>1: to treat A as B<br><br>1: to mediate (an argument)<br><br>1: to be too much for one<br>2: to find unmanageable<br><br>1: to gossip	
扱く	2029490	こく	扱	Godan verb with `ku' ending, transitive verb	1: to thresh<br>2: to strip	
丈	1007340	だけ	丈	particle	1: only<br>2: just<br>3: merely<br>4: simply<br>5: no more than<br>6: nothing but<br>7: alone<br><br>1: as (e.g. as soon as, as much as)<br><br>1: worth	しか
丈	1354600	たけ	丈	noun	1: height<br>2: stature<br><br>1: length (esp. of clothing)<br><br>1: all (one has)<br>2: everything<br><br>1: magnificence (of a waka poem, etc.)	
更かす	1279280	ふかす	更	Godan verb with `su' ending, transitive verb	1: to sit up late	
更ける	1279290	ふける	更	Ichidan verb, intransitive verb	1: to get late<br>2: to advance<br>3: to wear on	
更に	1279310	さらに	更	adverb, conjunction	1: furthermore<br>2: again<br>3: after all<br>4: more and more<br>5: moreover<br>6: even more	
硬い	1257110	かたい	硬	adjective	1: hard<br>2: solid<br>3: tough<br><br>1: stiff<br>2: tight<br>3: wooden<br>4: unpolished (e.g. writing)<br><br>1: strong<br>2: firm (not viscous or easily moved)<br><br>1: safe<br>2: steady<br>3: honest<br>4: steadfast<br><br>1: obstinate<br>2: stubborn<br><br>1: bookish<br>2: formal<br>3: stuffy	
又	1524930	また	又	adverb, conjunction, prefix	1: again<br>2: and<br>3: also<br>4: still (doing something)	
桑	1247060	くわ	桑	noun	1: mulberry (tree)	
奴	1445630	やっこ	奴	noun, pronoun	1: servant (esp. a samurai's attendant)<br><br>1: chivalrous man (c. Edo period)<br><br>1: cubed tofu (often served cold)<br><br>1: kite shaped like a footman<br><br>1: Edo-period hairstyle worn by samurai's attendants<br><br>1: enslavement (of a woman; Edo-period punishment for her own or her husband's crime)<br><br>1: he<br>2: she<br>3: him<br>4: her	奴豆腐; 奴凧; 奴頭
奴	1445640	やつ	奴	pronoun, nouns which may take the genitive case particle `no'	1: fellow<br>2: guy<br>3: chap<br><br>1: thing<br>2: object<br><br>1: (derogatory or familiar) he<br>2: she<br>3: him<br>4: her	
怒る	1445690	おこる	怒	Godan verb with `ru' ending, intransitive verb	1: to get angry<br>2: to get mad<br><br>1: to tell someone off<br>2: to scold<br><br>1: to be angular<br>2: to be square	
友	1539980	とも	友	noun	1: friend<br>2: companion<br>3: comrade<br>4: pal	
抜かす	1478120	ぬかす	抜	Godan verb with `su' ending, transitive verb	1: to omit<br>2: to leave out<br>3: to skip<br><br>1: to say<br>2: to speak	
抜かる	1478130	ぬかる	抜	Godan verb with `ru' ending, intransitive verb	1: to make a mistake	
抜く	1478190	ぬく	抜	Godan verb with `ku' ending, transitive verb, suffix	1: to extract<br>2: to omit<br>3: to draw out<br>4: to unplug<br><br>1: to do something to the end<br><br>1: to surpass<br>2: to overtake<br><br>1: to masturbate (of a male)<br>2: to ejaculate (while masturbating)<br><br>1: to take (a photo)<br>2: to record (video)	
抜ける	1478200	ぬける	抜	Ichidan verb, intransitive verb	1: to come out<br>2: to fall out<br>3: to be omitted<br>4: to be missing<br>5: to escape<br>6: to come loose<br><br>1: to fade<br>2: to discolour<br><br>1: to wear a hole (e.g. clothes)<br><br>1: to leave (e.g. a meeting)<br><br>1: to be clear<br>2: to be transparent (e.g. of the sky)<br><br>1: to be stupid<br>2: to be absentminded<br>3: to be careless<br>4: to be inattentive<br><br>1: to exit (a program loop)	
抜き	2009330	ぬき	抜	adverb, suffix	1: without<br>2: not including<br>3: dispensed with<br><br>1: (beating) in succession	
投げる	1447000	なげる	投	Ichidan verb, transitive verb	1: to throw<br>2: to cast away<br><br>1: to face defeat<br>2: to give up	
設ける	1386000	もうける	設	Ichidan verb, transitive verb	1: to prepare ahead of time<br><br>1: to create<br>2: to establish	
撃つ	1253570	うつ	撃	Godan verb with `tsu' ending	1: to shoot (at)<br><br>1: to attack<br>2: to defeat<br>3: to destroy<br>4: to avenge	
殻	1205740	から	殻	noun	1: shell<br>2: husk<br>3: hull<br>4: pod<br>5: chaff	
殻	2101970	がら	殻	noun, noun, used as a prefix, suffix	1: chicken bones (e.g. for soup)<br>2: chicken carcass<br><br>1: poor-quality coke (coal)<br><br>1: left-overs<br>2: remnants	鶏がら
支える	1310090	ささえる	支	Ichidan verb, transitive verb	1: to support<br>2: to prop<br>3: to sustain<br>4: to underlay<br>5: to hold up<br><br>1: to hold at bay<br>2: to stem<br>3: to check	
支う	1918500	かう	支	Godan verb with `u' ending, transitive verb	1: to support or prop up	
技	1225090	わざ	技	noun	1: technique<br>2: art<br>3: skill	
枝	1310530	えだ	枝	noun	1: branch<br>2: bow<br>3: bough<br>4: twig<br>5: limb	
茎	1251950	くき	茎	noun	1: stalk<br>2: stem	
怪しむ	1200200	あやしむ	怪	Godan verb with `mu' ending, transitive verb	1: to suspect	
怪しい	1586700	あやしい	怪	adjective	1: suspicious<br>2: dubious<br>3: doubtful<br>4: dodgy<br>5: suspicious (referring to a potential amorous relation)<br>6: dangerous (e.g. financial situation)<br>7: ominous (e.g. weather)<br>8: strange<br>9: shady<br>10: fishy<br><br>1: charming<br>2: bewitching<br>3: mysterious	いろっぽい
軽い	1252560	かるい	軽	adjective	1: light (i.e. not heavy)<br>2: feeling light (i.e. offering little resistance, moving easily)<br><br>1: light (i.e. of foot)<br>2: nimble<br>3: agile<br><br>1: non-serious<br>2: minor<br>3: unimportant<br>4: trivial<br><br>1: slight<br>2: small<br>3: gentle<br>4: soft<br><br>1: easy<br>2: simple<br><br>1: indiscriminate	口が軽い
軽んじる	1252570	かろんじる	軽	Ichidan verb, transitive verb	1: to look down on<br>2: to make light of	
寂	1324470	さび	寂	noun	1: patina<br>2: antique look<br><br>1: elegant simplicity<br><br>1: well-trained voice	
寂れる	1324490	さびれる	寂	Ichidan verb, intransitive verb	1: to decline (in prosperity)<br>2: to become deserted<br>3: to become desolate<br><br>1: to taper off (of a sound)	
寂しい	1579720	さびしい	寂	adjective	1: lonely<br>2: lonesome<br>3: solitary<br>4: desolate	
淑やか	1337340	しとやか	淑	adjectival nouns or quasi-adjectives	1: graceful<br>2: ladylike<br>3: modest<br>4: gentle<br>5: polite<br>6: quiet<br>7: well-mannered<br>8: refined (behavior)	
反らす	1480090	そらす	反	Godan verb with `su' ending, transitive verb	1: to bend<br>2: to warp<br>3: to curve	
反る	1480170	そる	反	Godan verb with `ru' ending, intransitive verb	1: to warp<br>2: to be warped<br>3: to curve<br>4: to be curved<br>5: to be arched<br>6: to bend<br>7: to be bent<br><br>1: to bend backward (body or body part, e.g. fingers)	
坂	1297110	さか	坂	noun	1: slope<br>2: hill	
板	1481350	いた	板	noun	1: board<br>2: plank<br><br>1: sheet (of metal)<br>2: plate (of glass)<br>3: pane<br>4: slab<br><br>1: cutting board<br>2: chopping board<br><br>1: chef (esp. of high-end Japanese cuisine)<br>2: cook<br><br>1: stage (i.e. at a theatre)	俎板; 板前・1; 板場・いたば・2
返す	1512130	かえす	返	Godan verb with `su' ending, transitive verb, suffix	1: to return (something)<br>2: to restore<br>3: to put back<br><br>1: to turn over<br>2: to turn upside down<br>3: to overturn<br><br>1: to pay back<br>2: to retaliate<br>3: to reciprocate<br><br>1: (after the -masu stem of a verb) to repeat ...<br>2: to do ... back	帰す・かえす
返る	1512150	かえる	返	Godan verb with `ru' ending, intransitive verb, suffix	1: to return<br>2: to come back<br>3: to go back<br><br>1: to turn over<br><br>1: (after the -masu stem of a verb) (to become) extremely<br>2: (to become) completely	裏返る・1
爪	1433880	つめ	爪	noun	1: nail (e.g. fingernail, toenail)<br>2: claw<br>3: talon<br>4: hoof<br><br>1: plectrum<br>2: pick<br><br>1: hook<br>2: clasp	
乳	1464980	ちち	乳	noun	1: milk<br><br>1: breast<br><br>1: loop<br><br>1: decorative bump (on a hanging bell)	梵鐘
浮かべる	1497360	うかべる	浮	Ichidan verb, transitive verb	1: to float<br><br>1: to express<br>2: to look (sad, glad)<br><br>1: to think<br>2: to imagine<br>3: to remember	
浮かれる	1497370	うかれる	浮	Ichidan verb, intransitive verb	1: to make merry<br>2: to be festive	
浮く	1497420	うく	浮	Godan verb with `ku' ending, intransitive verb	1: to float<br><br>1: to become merry<br>2: to be cheerful<br><br>1: to become loose<br>2: to become unsteady<br><br>1: to feel out of it<br>2: to be cut off (e.g. from those around you)<br>3: to feel out of place<br><br>1: to be frivolous<br>2: to be uncertain<br><br>1: to have (time, money, etc.) left over<br>2: to be saved (e.g. money)<br><br>1: to have no basis<br>2: to be unreliable	浮かぬ顔
浮かぶ	1497430	うかぶ	浮	Godan verb with `bu' ending	1: to float<br>2: to be suspended<br><br>1: to rise to surface<br><br>1: to come to mind<br>2: to have inspiration	
採る	1599160	とる	採	Godan verb with `ru' ending, transitive verb	1: to adopt (measure, proposal)<br><br>1: to pick (e.g. fruit)<br>2: to catch (e.g. insects)<br>3: to take (e.g. a sample)<br><br>1: to assume (attitude)<br><br>1: to take on (i.e. hire)<br>2: to engage	
菜	1295830	な	菜	noun	1: greens<br>2: vegetables<br><br>1: rape (Brassica napus)<br>2: rapeseed	
受かる	1329580	うかる	受	Godan verb with `ru' ending, intransitive verb	1: to pass (examination)	
受ける	1329590	うける	受	Ichidan verb, transitive verb, intransitive verb	1: to receive<br>2: to get<br><br>1: to catch (e.g. a ball)<br><br>1: to be struck by (wind, waves, sunlight, etc.)<br><br>1: to sustain (damage)<br>2: to incur (a loss)<br>3: to suffer (an injury)<br>4: to feel (influence)<br><br>1: to undergo (e.g. surgery)<br>2: to take (a test)<br>3: to accept (a challenge)<br><br>1: to be given (e.g. life, talent)<br><br>1: to follow<br>2: to succeed<br>3: to be descended from<br><br>1: to face (south, etc.)<br><br>1: to be modified by<br><br>1: to obtain (a pawned item, etc.) by paying a fee<br><br>1: to be well-received<br>2: to become popular<br>3: to go down well	請け出す・1
授かる	1330270	さずかる	授	Godan verb with `ru' ending, transitive verb	1: to be awarded (e.g. a prize)<br>2: to be given an award<br>3: to receive (e.g. a title)<br><br>1: to be gifted or endowed (e.g. with a talent)<br><br>1: to be blessed (e.g. with a child)<br><br>1: to be initiated (e.g. into a secret)	
授ける	1330280	さずける	授	Ichidan verb, transitive verb	1: to grant<br>2: to award<br>3: to teach	
愛しい	1150420	いとしい	愛	adjective	1: lovely<br>2: dear<br>3: beloved<br>4: darling	
愛でる	1150480	めでる	愛	Ichidan verb, transitive verb	1: to love<br>2: to admire	
愛	2751070	まな	愛	prefix	1: beloved<br>2: dear	
払う	1501620	はらう	払	Godan verb with `u' ending, transitive verb	1: to pay (e.g. money, bill)<br><br>1: to brush off<br>2: to wipe away<br>3: to clear away<br>4: to dust off<br>5: to cut off (e.g. branches)<br><br>1: to drive away (e.g. one's competitors)<br><br>1: to sell off (something unneeded)<br>2: to dispose of<br><br>1: to pay (e.g. attention)<br>2: to show (e.g. respect, concern)<br><br>1: to make (e.g. effort, sacrifice)<br>2: to expend<br>3: to exert<br><br>1: to move out (of one's own place)<br>2: to vacate<br><br>1: to sweep (e.g. one's legs)<br>2: to knock aside<br><br>1: to make a sweeping stroke (in Japanese calligraphy)<br><br>1: to reset (an abacus)	
広い	1278410	ひろい	広	adjective	1: spacious<br>2: vast<br>3: wide	
広まる	1278450	ひろまる	広	Godan verb with `ru' ending, intransitive verb	1: to spread<br>2: to be propagated	
広める	1278460	ひろめる	広	Ichidan verb, transitive verb	1: to spread<br>2: to propagate<br>3: to popularize<br>4: to disseminate<br><br>1: to broaden<br>2: to extend<br>3: to widen<br>4: to enlarge	
広がる	1602360	ひろがる	広	Godan verb with `ru' ending, intransitive verb	1: to spread (out)<br>2: to extend<br>3: to stretch<br>4: to reach to<br>5: to get around<br>6: to fill (e.g. a space)	
広げる	1602370	ひろげる	広	Ichidan verb, transitive verb	1: to spread<br>2: to extend<br>3: to expand<br>4: to enlarge<br>5: to widen<br>6: to broaden<br><br>1: to unfold<br>2: to open<br>3: to unroll<br>4: to unwrap<br><br>1: to scatter about<br>2: to spread around<br><br>1: to make flourish<br>2: to cause to prosper	
弁える	1512720	わきまえる	弁	Ichidan verb, transitive verb	1: to know (right from wrong)<br>2: to discern<br>3: to discriminate<br>4: to understand<br>5: to bear in mind	
雄	1589190	おす	雄	noun, nouns which may take the genitive case particle `no'	1: male (animal)	雌
台	2036120	うてな	台	noun	1: tower<br><br>1: stand<br>2: pedestal<br><br>1: calyx	萼
怠ける	1410660	なまける	怠	Ichidan verb, intransitive verb	1: to be idle<br>2: to slacken<br><br>1: to neglect (e.g. one's work)	怠る
怠る	1410710	おこたる	怠	Godan verb with `ru' ending, transitive verb	1: to be negligent in doing something<br>2: to shirk<br>3: to be off one's guard	怠ける
