Kanji	On'yomi	Kun'yomi	Jinmeiyo	Grade	Stroke Count	Heisig	Heisig 6th	Newspaper Frequency	Meanings	Heisig Keyword
慢	マン			8	14	829	892	1368	ridicule, laziness	ridicule
漫	マン	みだり.に, そぞ.ろ		8	14	830	893	1408	cartoon, involuntarily, unrestrained, in spite of oneself, corrupt	loose
買	バイ	か.う		2	12	831	894	520	buy	buy
置	チ	お.く, -お.き	おき, おけ, き	4	13	832	895	277	placement, put, set, deposit, leave behind, keep, employ, pawn	placement
罰	バツ, バチ, ハツ	ばっ.する		8	14	833	896	1220	penalty, punishment	penalty
寧	ネイ	むし.ろ	あき, やす, やすし, よし	8	14	834	897	1697	rather, preferably, peaceful, quiet, tranquility	rather
濁	ダク, ジョク	にご.る, にご.す	にごり	8	16	835	898	1883	voiced, uncleanness, wrong, nigori, impurity	voiced
環	カン	わ	たま, たまき	8	17	836	899	409	ring, circle, link, wheel	ring
還	カン	かえ.る		8	16	837	900	910	send back, return	send back
夫	フ, フウ, ブ	おっと, それ	お, と, ゆう, よ	4	4	838	901	335	husband, man	husband
扶	フ	たす.ける		8	7	839	902	1879	aid, help, assist	aid
渓	ケイ	たに, たにがわ		8	11	840	903	2063	mountain stream, valley	mountain stream
規	キ		すのり, ただし, のり, み	5	11	841	904	349	standard, measure	standard
替	タイ	か.える, か.え-, か.わる	かえ	8	12	842	905	979	exchange, spare, substitute, per-	exchange
賛	サン	たす.ける, たた.える		5	15	843	906	868	approve, praise, title or inscription on picture, assist, agree with	approve
潜	セン	ひそ.む, もぐ.る, かく.れる, くぐ.る, ひそ.める		8	15	844	907	1329	submerge, conceal, hide, lower (voice), hush	submerge
失	シツ	うしな.う, う.せる		4	5	845	908	447	lose, error, fault, disadvantage, loss	lose
鉄	テツ	くろがね	けん, てっ	3	13	846	909	672	iron	iron
迭	テツ			8	8	847	910	1907	transfer, alternation	transfer/alternate
臣	シン, ジン		おみ, たか, と, とみ, み	4	7	848	911	1249	retainer, subject	retainer
姫	キ	ひめ, ひめ-		8	10	849	912	1566	princess	princess
蔵	ゾウ, ソウ	くら, おさ.める, かく.れる	くらし, くらん, くろう, さし, ざ, ろう	6	15	850	913	468	storehouse, hide, own, have, possess	storehouse
臓	ゾウ	はらわた		6	19	851	914	991	entrails, viscera, bowels	entrails
賢	ケン	かしこ.い	かた, さか, さと, さとし, たか, たて, のり, まこと, まさ, まさる	8	16	852	915	1159	intelligent, wise, wisdom, cleverness	intelligent
堅	ケン	かた.い, -がた.い	きん	8	12	853	917	1049	strict, hard, solid, tough, tight, reliable	strict
臨	リン	のぞ.む	み	6	18	854	918	722	look to, face, meet, confront, attend, call on	look to
覧	ラン	み.る		6	17	855	919	1510	perusal, see	perusal
巨	キョ		おお, か, こ, なお	8	5	856	920	892	gigantic, big, large, great	gigantic
拒	キョ, ゴ	こば.む		8	8	857	921	863	repel, refuse, reject, decline	repel
力	リョク, リキ, リイ	ちから	じから, つとむ	1	2	858	922	62	power, strength, strong, strain, bear up, exert	power
男	ダン, ナン	おとこ, お	み	1	7	859	923	240	male	male
労	ロウ	ろう.する, いたわ.る, いた.ずき, ねぎら, つか.れる, ねぎら.う		4	7	860	924	398	labor, thank for, reward for, toil, trouble	labor
募	ボ	つの.る		8	12	861	925	809	recruit, campaign, gather (contributions), enlist, grow violent	recruit
劣	レツ	おと.る		8	6	862	926	1620	inferiority, be inferior to, be worse	inferiority
功	コウ, ク	いさお	いさ, かつ, くぬ, ぐう, こと, つとむ, とし, のり, よし	4	5	863	927	857	achievement, merits, success, honor, credit	achievement
勧	カン, ケン	すす.める		8	13	864	928	1068	persuade, recommend, advise, encourage, offer	persuade
努	ド	つと.める		4	7	865	929	749	toil, diligent, as much as possible	toil
励	レイ	はげ.む, はげ.ます		8	7	866	931	1254	encourage, be diligent, inspire	encourage
加	カ	くわ.える, くわ.わる		4	5	867	932	130	add, addition, increase, join, include, Canada	add
賀	ガ		か, のり, よし, より	5	12	868	933	1056	congratulations, joy	congratulations
架	カ	か.ける, か.かる		8	9	869	934	1555	erect, frame, mount, support, shelf, construct	erect
脇	キョウ	わき, わけ		8	10	870	935	1806	armpit, the other way, another place, flank, supporting role	armpit
脅	キョウ	おびや.かす, おど.す, おど.かす		8	10	871	936	1183	threaten, coerce	threaten
協	キョウ			4	8	872	937	121	co-, cooperation	co-
行	コウ, ギョウ, アン	い.く, ゆ.く, -ゆ.き, -ゆき, -い.き, -いき, おこな.う, おこ.なう	いく, なみ, なめ, みち, ゆき, ゆく	2	6	873	938	20	going, journey, carry out, conduct, act, line, row, bank	going
律	リツ, リチ, レツ		たかし, のり	6	9	874	939	992	rhythm, law, regulation, gauge, control	rhythm
復	フク	また		5	12	875	940	438	restore, return to, revert, resume	restore
得	トク	え.る, う.る	あつ, てろ	4	11	876	941	175	gain, get, find, earn, acquire, can, may, able to, profit, advantage, benefit	gain
従	ジュウ, ショウ, ジュ	したが.う, したが.える, より		6	10	877	942	601	accompany, obey, submit to, comply, follow, secondary, incidental, subordinate	accompany
徒	ト	いたずら, あだ	かち	4	10	878	943	817	on foot, junior, emptiness, vanity, futility, uselessness, ephemeral thing, gang, set, party, people	junior
待	タイ	ま.つ, -ま.ち	まち, まつ	3	9	879	944	391	wait, depend on	wait
往	オウ	い.く, いにしえ, さき.に, ゆ.く	みち	5	8	880	945	1421	journey, travel, chase away, let go, going, before, formerly	journey
征	セイ		いく, そ, ただ, まさ, ゆき	8	8	881	946	1578	subjugate, attack the rebellious, collect taxes	subjugate
径	ケイ	みち, こみち, さしわたし, ただちに		4	8	882	947	1435	diameter, path, method	diameter
彼	ヒ	かれ, かの, か.の	その	8	8	883	948	648	he, that, the	he
役	ヤク, エキ		ちゃく	3	7	884	949	315	duty, war, campaign, drafted labor, office, service, role	duty
徳	トク		あつ, なる, のり, ゆき, よし	5	14	885	950	1091	benevolence, virtue, goodness, commanding respect	benevolence
徹	テツ		あき, つ, てっ, とおる	8	15	886	951	968	penetrate, clear, pierce, strike home, sit up (all night)	penetrate
徴	チョウ, チ	しるし		8	14	887	952	850	indications, sign, omen, symptom, collect, seek, refer to, question	indications
懲	チョウ	こ.りる, こ.らす, こ.らしめる		8	18	888	953	1303	penal, chastise, punish, discipline	penal
微	ビ	かす.か	み	8	13	889	954	1108	delicate, minuteness, insignificance	delicate
街	ガイ, カイ	まち	また	4	12	890	955	891	boulevard, street, town	boulevard
衡	コウ		ひら	8	16	891	957	1847	equilibrium, measuring rod, scale	equilibrium
稿	コウ	わら, したがき		8	15	892	958	1400	draft, copy, manuscript, straw	draft
稼	カ	かせ.ぐ		8	15	893	959	1264	earnings, work, earn money	earnings
程	テイ	ほど, -ほど	ほと	5	12	894	960	514	extent, degree, law, formula, distance, limits, amount	extent
税	ゼイ		さい	5	12	895	961	289	tax, duty	tax
稚	チ, ジ	いとけない, おさない, おくて, おでる	まさ, わか, わく, わっか	8	13	896	962	1560	immature, young	immature
和	ワ, オ, カ	やわ.らぐ, やわ.らげる, なご.む, なご.やか	あい, いず, かず, かつ, かつり, かづ, たけ, ち, とも, な, にぎ, まさ, やす, よし, より, わだこ, わっ	3	8	897	963	124	harmony, Japanese style, peace, soften, Japan	harmony
移	イ	うつ.る, うつ.す		5	11	898	964	448	shift, move, change, drift, catch (cold, fire), pass into	shift
秒	ビョウ			3	9	899	965	1015	second (1/60 minute)	second
秋	シュウ	あき, とき	あい	2	9	900	966	635	autumn	autumn
愁	シュウ	うれ.える, うれ.い		8	13	901	967	2171	distress, grieve, lament, be anxious	distress
私	シ	わたくし, わたし		6	7	902	968	242	private, I, me	private
秩	チツ		ちち, ちっ	8	10	903	969	1275	regularity, salary, order	regularity
秘	ヒ	ひ.める, ひそ.か, かく.す		6	10	904	970	862	secret, conceal	secret
称	ショウ	たた.える, とな.える, あ.げる, かな.う, はか.り, はか.る, ほめ.る	ね	8	10	905	971	985	appellation, praise, admire, name, title, fame	appellation
利	リ	き.く	かが, と, とし, のり, み, りい	4	7	906	972	203	profit, advantage, benefit	profit
梨	リ	なし	か	8	11	907	973	1331	pear tree	pear tree
穫	カク			8	18	908	974	1642	harvest, reap	harvest
穂	スイ	ほ	お, こう, のり, ほい	8	15	909	975	1656	ear, ear (grain), head, crest (wave)	ear (of a plant)
稲	トウ, テ	いね, いな-	いの, しね, せ, な	8	14	910	976	1038	rice plant	rice plant
香	コウ, キョウ	か, かお.り, かお.る	こ, こお, ひゃん, よし	8	9	911	977	859	incense, smell, perfume	incense
季	キ		すえ, とし	4	8	912	978	842	seasons	seasons
委	イ	ゆだ.ねる	まかせ	3	8	913	979	187	committee, entrust to, leave to, devote, discard	committee
秀	シュウ	ひい.でる	しゅ, しょう, ひで, ひでし, ほ	8	7	914	980	848	excel, excellence, beauty, surpass	excel
透	トウ	す.く, す.かす, す.ける, とう.る, とう.す	とおる	8	10	915	981	1035	transparent, permeate, filter, penetrate	transparent
誘	ユウ, イウ	さそ.う, いざな.う		8	14	916	982	993	entice, lead, tempt, invite, ask, call for, seduce, allure	entice
穀	コク		たけ	6	14	917	984	1744	cereals, grain	cereals
菌	キン			8	11	918	985	1586	germ, fungus, bacteria	germ (wheat)
米	ベイ, マイ, メエトル	こめ, よね	は, べ, まべ, め, よ, よな, よの, よま	2	6	919	987	61	rice, USA, metre	rice
粉	フン	デシメートル, こ, こな		4	10	920	988	1484	flour, powder, dust	flour
粘	ネン	ねば.る		8	11	921	989	1410	sticky, glutinous, greasy, persevere	sticky
粒	リュウ	つぶ		8	11	922	990	1635	grains, drop, counter for tiny particles	grains
粧	ショウ		さ	8	12	923	991	1545	cosmetics, adorn (one's person)	cosmetics
迷	メイ	まよ.う		5	9	924	992	942	astray, be perplexed, in doubt, lost, err, illusion	astray
粋	スイ	いき		8	10	925	993	1768	chic, style, purity, essence, pith, cream, elite, choice	chic
糧	リョウ, ロウ	かて		8	18	926	995	1354	provisions, food, bread	provisions
菊	キク			8	11	927	996	1287	chrysanthemum	chrysanthemum
奥	オウ	おく, おく.まる, くま	お, おお, おん, つ, のく	8	12	928	997	1018	heart, interior	core
数	スウ, ス, サク, ソク, シュ	かず, かぞ.える, しばしば, せ.める, わずらわ.しい	じゅ	2	13	929	998	148	number, strength, fate, law, figures	number
楼	ロウ	たかどの		8	13	930	999	2173	watchtower, lookout, high building	watchtower
類	ルイ	たぐ.い		4	18	931	1000	678	sort, kind, variety, class, genus	sort
漆	シツ	うるし	うる	8	14	932	1001	1971	lacquer, varnish, seven	lacquer
様	ヨウ, ショウ	さま, さん		3	14	933	1003	493	Esq., way, manner, situation, polite suffix	Esq.
求	キュウ, グ	もと.める		4	7	934	1004	220	request, want, wish for, require, demand	request
球	キュウ	たま	く	3	11	935	1005	302	ball, sphere	ball
救	キュウ	すく.う		4	11	936	1006	799	salvation, save, help, rescue, reclaim	salvation
竹	チク	たけ	たか	1	6	937	1007	593	bamboo	bamboo
笑	ショウ	わら.う, え.む	えみ	4	10	938	1008	913	laugh	laugh
笠	リュウ	かさ		9	11	939	1009	1499	bamboo hat, one's influence	bamboo hat
笹		ささ	さ, さき, しの, じね	9	11	940	1010	1743	bamboo grass, (kokuji)	bamboo grass
筋	キン	すじ		6	12	941	1012	744	muscle, sinew, tendon, fiber, plot, plan, descent	muscle
箱	ソウ	はこ		3	15	942	1013	1357	box, chest, case, bin, railway car	box
筆	ヒツ	ふで	くし	3	12	943	1014	1132	writing brush, writing, painting brush, handwriting	writing brush
筒	トウ	つつ		8	12	944	1015	1631	cylinder, pipe, tube, gun barrel, sleeve	cylinder
等	トウ	ひと.しい, など, -ら	と, ひ	3	12	945	1016	798	etc., and so forth, class (first), quality, equal, similar	etc.
算	サン	そろ		2	14	946	1017	361	calculate, divining, number, abacus, probability	calculate
答	トウ	こた.える, こた.え	どう	2	12	947	1018	486	solution, answer	solution
策	サク			6	12	948	1019	209	scheme, plan, policy, step, means	scheme
簿	ボ			8	19	949	1020	1358	register, record book	register
築	チク	きず.く	つい, つき, つく, づき	5	16	950	1021	821	fabricate, build, construct	fabricate
人	ジン, ニン	ひと, -り, -と	じ, と, ね, ひこ, ふみ	1	2	951	1023	5	person	person
佐	サ		すけ	8	7	952	1024	474	assistant, help	assistant
但	タン	ただ.し	たじ	8	7	953	1026	2404	however, but	however
住	ジュウ, ヂュウ, チュウ	す.む, す.まう, -ず.まい	し, じゅ, すみ	3	7	954	1027	270	dwell, reside, live, inhabit	dwell
位	イ	くらい, ぐらい	ぞき	4	7	955	1028	276	rank, grade, throne, crown, about, some	rank
仲	チュウ	なか	ちゅん, つづき, なかつ	4	6	956	1029	919	go-between, relationship	go-between
体	タイ, テイ	からだ, かたち	なり	2	7	957	1030	88	body, substance, object, reality, counter for images	body
悠	ユウ		ゆ	8	11	958	1031	1921	permanence, distant, long time, leisure	permanence/remote
件	ケン	くだん		5	6	959	1032	212	affair, case, matter, item	affair
仕	シ, ジ	つか.える		3	5	960	1033	439	attend, doing, official, serve	attend
他	タ	ほか		3	5	961	1034	543	other, another, the others	other
伏	フク	ふ.せる, ふ.す	ふし, ふせ	8	6	962	1035	1604	prostrated, bend down, bow, cover, lay (pipes)	prostrated
伝	デン, テン	つた.わる, つた.える, つた.う, つだ.う, -づた.い, つて	つたえ	4	6	963	1036	416	transmit, go along, walk along, follow, report, communicate, legend, tradition	transmit
仏	ブツ, フツ	ほとけ		5	4	964	1037	819	Buddha, the dead, France	Buddha
休	キュウ	やす.む, やす.まる, やす.める		1	6	965	1038	642	rest, day off, retire, sleep	rest
仮	カ, ケ	かり, かり-		5	6	966	1039	1039	sham, temporary, interim, assumed (name), informal	sham/provisional
伯	ハク		いき, えき, か, き, は, ひろ	8	7	967	1041	1741	chief, count, earl, uncle, Brazil	chief
俗	ゾク			8	9	968	1042	1610	vulgar, customs, manners, worldliness, mundane things	vulgar
信	シン		し, しが, しな, しの, しぶ, とき, のび, のぶ, まこと	4	9	969	1043	208	faith, truth, fidelity, trust	faith
佳	カ		けい, よし	8	8	970	1044	1643	excellent, beautiful, good, pleasing, skilled	excellent
依	イ, エ	よ.る	よ, より	8	8	971	1045	906	reliant, depend on, consequently, therefore, due to	reliant
例	レイ	たと.える		4	8	972	1046	399	example, custom, usage, precedent	example
個	コ, カ			5	10	973	1047	451	individual, counter for articles	individual
健	ケン	すこ.やか	かつ, たけ, たけし, たて, とし, やす, やすし	4	11	974	1048	572	healthy, health, strength, persistence	healthy
側	ソク	かわ, がわ, そば		4	11	975	1049	216	side, lean, oppose, regret	side
侍	ジ, シ	さむらい, はべ.る	かみ	8	8	976	1050	1939	waiter, samurai, wait upon, serve	waiter
停	テイ	と.める, と.まる		4	11	977	1051	733	halt, stopping	halt
値	チ	ね, あたい	じ	6	10	978	1052	518	price, cost, value	price
倣	ホウ	なら.う		8	10	979	1053	2454	emulate, imitate	emulate
倒	トウ	たお.れる, -だお.れ, たお.す, さかさま, さかさ, さかしま		8	10	980	1055	791	overthrow, fall, collapse, drop, break down	overthrow
偵	テイ			8	11	981	1056	1857	spy	spy
僧	ソウ			8	13	982	1057	1724	Buddhist priest, monk	Buddhist priest
億	オク		お	4	15	983	1058	716	hundred million, 10**8	hundred million
儀	ギ		のり, よし	8	15	984	1059	739	ceremony, rule, affair, case, a matter	ceremony
償	ショウ	つぐな.う		8	17	985	1060	854	reparation, make up for, recompense, redeem	reparation
仙	セン, セント		そま, のり	8	5	986	1061	1157	hermit, wizard, cent	hermit
催	サイ	もよう.す, もよお.す		8	13	987	1062	536	sponsor, hold (a meeting), give (a dinner)	sponsor
仁	ジン, ニ, ニン		きみ, く, さと, しのぶ, じ, と, のり, ひと, ひとし, ひろ, まさ, まさし, やす, よし	6	4	988	1063	1332	humanity, virtue, benevolence, charity, man, kernel	humanity
侮	ブ	あなど.る, あなず.る		8	8	989	1064	2004	scorn, despise, make light of, contempt	scorn
使	シ	つか.う, つか.い, -つか.い, -づか.い		3	8	990	1065	219	use, send on a mission, order, messenger, envoy, ambassador, cause	use
便	ベン, ビン	たよ.り		4	9	991	1066	729	convenience, facility, excrement, feces, letter, chance	convenience
倍	バイ		べ, ます	3	10	992	1067	714	double, twice, times, fold	double
